,x,y
63,1.8682957205302135,0.7137724431837437
64,1.8567358660321451,0.7433249113206551
65,1.8447085882091627,0.7726902513862574
66,1.8322169148641392,0.8018610708132274
67,1.8192639907090367,0.8308300260037729
68,1.8058530765732423,0.8595898241783433
69,1.7919875485826717,0.8881332252115482
70,1.777670897309847,0.9164530434548208
71,1.7629067268951641,0.9445421495453654
72,1.7476987541395699,0.9723934722009374
73,1.7320508075688772,1.0
74,1.7159668264699541,1.0273547831468126
75,1.6994508598990288,1.054450935221005
76,1.6825070656623624,1.081281634911195
77,1.6651397092695426,1.1078401277322205
78,1.6473531628596656,1.1341197277255415
79,1.6291519041006715,1.1601138191423963
80,1.6105405150621173,1.1858158581092808
81,1.5915236810616642,1.2112193742753334
82,1.572106189485575,1.2363179724412103
83,1.5522929285835136,1.261105334169045
84,1.532088886237956,1.2855752193730785
85,1.5114991487085165,1.3097214678905702
86,1.4905288993515096,1.3335380010325832
87,1.4691834173150664,1.3570188231142644
88,1.4474680762101402,1.380158022964224
89,1.4253883427577259,1.4029497754126425
90,1.4029497754126425,1.4253883427577259
91,1.380158022964224,1.4474680762101404
92,1.3570188231142644,1.4691834173150666
93,1.3335380010325832,1.4905288993515093
94,1.30972146789057,1.5114991487085165
95,1.2855752193730787,1.532088886237956
96,1.261105334169045,1.5522929285835136
97,1.2363179724412106,1.572106189485575
98,1.2112193742753332,1.5915236810616642
99,1.185815858109281,1.6105405150621173
100,1.1601138191423963,1.6291519041006715
101,1.1341197277255415,1.6473531628596654
102,1.1078401277322205,1.6651397092695428
103,1.0812816349111953,1.6825070656623622
104,1.0544509352210047,1.6994508598990288
105,1.0273547831468128,1.715966826469954
106,0.9999999999999998,1.7320508075688774
107,0.9723934722009373,1.7476987541395699
108,0.9445421495453654,1.7629067268951641
109,0.9164530434548209,1.777670897309847
110,0.888133225211548,1.7919875485826717
111,0.8595898241783432,1.8058530765732426
112,0.8308300260037729,1.8192639907090367
113,0.8018610708132275,1.8322169148641392
114,0.7726902513862571,1.844708588209163
115,0.743324911320655,1.8567358660321451
116,0.7137724431837438,1.8682957205302133
117,0.6840402866513376,1.8793852415718166
118,0.6541359266348431,1.890001637429337
119,0.6240668913969742,1.9001422354818909
120,0.5938407506565498,1.9098044828881477
121,0.5634651136828592,1.9189859472289947
122,0.53294762738007,1.927684317119884
123,0.5022959743621584,1.9358974027927125
124,0.47151787101885456,1.9436231366470833
125,0.44062106557308106,1.950859573770814
126,0.4096133361303813,1.9576048924295575
127,0.37850248872082043,1.9638573945254134
128,0.34729635533386083,1.969615506024416
129,0.3160027919466996,1.9748777773527888
130,0.28462967654657023,1.9796428837618654
131,0.2531849071474986,1.9839096256615907
132,0.2216763998020222,1.9876769289225082
133,0.19011208660836518,1.9909438451461692
134,0.15849991371357688,1.9937095519038848
135,0.12684783931312912,1.9959733529437689
136,0.09516383164748436,1.997734678366016
137,0.06345586699613519,1.9989930847663702
138,0.03173192766961586,1.9997482553477501
139,1.2246467991473532e-16,2.0
140,1.2246467991473532e-16,2.0
141,1.2089461991582845e-16,1.9743589743589745
142,1.1932455991692158e-16,1.9487179487179487
143,1.1775449991801474e-16,1.9230769230769231
144,1.1618443991910787e-16,1.8974358974358974
145,1.14614379920201e-16,1.8717948717948718
146,1.1304431992129416e-16,1.8461538461538463
147,1.1147425992238727e-16,1.8205128205128205
148,1.0990419992348042e-16,1.794871794871795
149,1.0833413992457355e-16,1.7692307692307692
150,1.0676407992566669e-16,1.7435897435897436
151,1.0519401992675983e-16,1.717948717948718
152,1.0362395992785296e-16,1.6923076923076923
153,1.020538999289461e-16,1.6666666666666667
154,1.0048383993003924e-16,1.641025641025641
155,9.891377993113238e-17,1.6153846153846154
156,9.734371993222552e-17,1.5897435897435899
157,9.577365993331864e-17,1.564102564102564
158,9.420359993441179e-17,1.5384615384615385
159,9.263353993550492e-17,1.5128205128205128
160,9.106347993659806e-17,1.4871794871794872
161,8.949341993769121e-17,1.4615384615384617
162,8.792335993878434e-17,1.435897435897436
163,8.635329993987746e-17,1.4102564102564101
164,8.47832399409706e-17,1.3846153846153846
165,8.321317994206374e-17,1.358974358974359
166,8.164311994315689e-17,1.3333333333333335
167,8.007305994425002e-17,1.3076923076923077
168,7.850299994534315e-17,1.282051282051282
169,7.69329399464363e-17,1.2564102564102564
170,7.536287994752943e-17,1.2307692307692308
171,7.379281994862257e-17,1.2051282051282053
172,7.22227599497157e-17,1.1794871794871795
173,7.065269995080883e-17,1.1538461538461537
174,6.908263995190198e-17,1.1282051282051282
175,6.751257995299512e-17,1.1025641025641026
176,6.594251995408827e-17,1.076923076923077
177,6.437245995518138e-17,1.0512820512820513
178,6.280239995627452e-17,1.0256410256410255
179,6.123233995736766e-17,1.0
180,6.123233995736766e-17,1.0
181,0.03205157757165533,0.9994862162006879
182,0.06407021998071295,0.9979453927503363
183,0.09602302590768189,0.9953791129491982
184,0.127877161684506,0.9917900138232462
185,0.15959989503337932,0.9871817834144501
186,0.19115862870137226,0.9815591569910653
187,0.22252093395631445,0.9749279121818236
188,0.2536545839095073,0.9672948630390295
189,0.28452758663103245,0.9586678530366606
190,0.31510821802362077,0.9490557470106686
191,0.3453650544213076,0.9384684220497604
192,0.3752670048793742,0.9269167573460217
193,0.4047833431223938,0.9144126230158125
194,0.4338837391175582,0.9009688679024191
195,0.4625382902408352,0.8865993063730001
196,0.4907175520039379,0.8713187041233893
197,0.5183925683105252,0.8551427630053461
198,0.5455349012105486,0.8380881048918407
199,0.5721166601221697,0.8201722545969559
200,0.5981105304912159,0.8014136218679567
201,0.6234898018587336,0.7818314824680298
202,0.6482283953077884,0.7614459583691344
203,0.6723008902613168,0.7402779970753155
204,0.6956825506034864,0.7183493500977276
205,0.7183493500977276,0.6956825506034864
206,0.7402779970753155,0.6723008902613168
207,0.7614459583691344,0.6482283953077884
208,0.7818314824680298,0.6234898018587335
209,0.8014136218679566,0.598110530491216
210,0.8201722545969559,0.5721166601221697
211,0.8380881048918406,0.5455349012105487
212,0.8551427630053462,0.518392568310525
213,0.8713187041233894,0.49071755200393785
214,0.886599306373,0.46253829024083537
215,0.9009688679024191,0.4338837391175581
216,0.9144126230158124,0.40478334312239395
217,0.9269167573460217,0.37526700487937414
218,0.9384684220497603,0.34536505442130777
219,0.9490557470106686,0.3151082180236207
220,0.9586678530366606,0.2845275866310326
221,0.9672948630390293,0.25365458390950746
222,0.9749279121818236,0.2225209339563144
223,0.9815591569910653,0.19115862870137243
224,0.9871817834144502,0.15959989503337924
225,0.991790013823246,0.12787716168450616
226,0.9953791129491982,0.09602302590768182
227,0.9979453927503363,0.0640702199807131
228,0.9994862162006879,0.03205157757165527
229,1.0,0.0
